index,section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,heatmap_ts,ref_center_x,ref_center_y
239,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115993647167329,565.9,397.509,1.0,4.0,,1195.956,501,385
245,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115993679145329,564.318,391.5,1.0,4.0,,1227.934,507,385
252,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115993715203329,559.142,391.225,1.0,4.0,,1263.992,497,382
260,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115993755181329,560.434,392.47,1.0,4.0,,1303.97,522,413
267,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115993787187329,560.958,386.738,1.0,4.0,,1335.976,527,414
273,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115993819103329,563.011,384.838,1.0,4.0,,1367.892,485,347
280,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115993855266329,570.477,386.979,1.0,4.0,,1404.055,526,400
287,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115993891281329,571.095,379.955,1.0,4.0,,1440.07,523,385
293,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115993919328329,575.679,379.349,1.0,4.0,,1468.117,531,387
300,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115993955276329,581.183,368.82,1.0,4.0,,1504.065,536,379
306,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115993983335329,580.36,365.411,1.0,4.0,,1532.124,534,374
311,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994011170329,578.784,367.708,1.0,4.0,,1559.959,534,371
319,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994051269329,577.137,366.775,1.0,4.0,,1600.058,529,366
328,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994095217329,577.268,369.373,1.0,4.0,,1644.006,531,373
334,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994123241329,577.442,371.592,1.0,4.0,,1672.03,533,377
339,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994151131329,576.755,375.832,1.0,4.0,,1699.92,533,381
347,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994191243329,576.332,377.254,1.0,4.0,,1740.032,524,370
354,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994223262329,575.307,374.653,1.0,4.0,,1772.051,533,384
360,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994255209329,572.092,374.21,1.0,4.0,,1803.998,530,386
368,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994295381329,594.724,452.155,1.0,,,1844.17,552,458
374,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994323263329,487.621,557.529,1.0,,,1872.052,433,570
380,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994355238329,485.927,550.411,1.0,,,1904.027,450,562
387,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994391094329,499.046,591.249,1.0,,,1939.883,465,603
394,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994423314329,527.113,588.353,1.0,5.0,,1972.103,487,614
400,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994455096329,511.16,584.284,1.0,5.0,,2003.885,483,622
407,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994491142329,519.679,590.568,1.0,5.0,,2039.931,471,609
414,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994523348329,527.216,585.202,1.0,5.0,,2072.137,478,600
419,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994551226329,532.337,599.011,1.0,5.0,,2100.015,480,617
427,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994591246329,544.666,595.802,1.0,5.0,,2140.035,504,617
434,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994627215329,545.812,594.781,1.0,5.0,,2176.004,498,616
439,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994651218329,551.267,589.365,1.0,5.0,,2200.007,506,618
446,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994687389329,551.0,582.963,1.0,5.0,,2236.178,527,611
454,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994727204329,555.974,583.594,1.0,5.0,,2275.993,506,603
459,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994751217329,557.821,588.924,1.0,5.0,,2300.006,513,605
467,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994791079329,552.425,592.151,1.0,5.0,,2339.868,513,614
474,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994827189329,551.284,593.871,1.0,5.0,,2375.978,508,633
480,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994855228329,554.11,595.732,1.0,5.0,,2404.017,510,633
487,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994891213329,595.103,595.051,1.0,,,2440.002,546,612
492,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994915172329,594.767,594.832,1.0,6.0,,2463.961,549,630
498,6bca76e5-60cd-497f-8093-0ee1935032be,5651e31b-8087-4a51-85fa-829d4721f93d,1634115994947034329,591.363,594.809,1.0,6.0,,2495.823,546,628
